strain	date	url	S1_mutations	country	host	mutational_fitness	genbank_accession	emerging_lineage	division	region	pango_lineage	recency	epiweek	current_frequency	clade_membership	author	accession	originating_lab	submitting_lab	logistic_growth	cazzo
LR963383	3/1/2020		1	Zimbabwe	Homo sapiens	0.02	LR963383		Zimbabwe	Africa	B.1	Older	202010		20A	Alikhan et al A		National Microbiology Reference Laboratory	Quadram Institute Bioscience		cazzo
GAB/88L_Gabon/2020	4/20/2020		1	Gabon	Homo sapiens	0.02	OM731980		Gabon	Africa	B.1	Older	202017		20A	Lekana-Douki et al C					cazzo
PER/covper091/2020	3/17/2020		2	Peru	Homo sapiens	0.04	MW030227		Peru	South America	B.1.205	Older	202012		20A	Juscamayta et al G					cazzo
PER/covper030/2020	5/2/2020		2	Peru	Homo sapiens	0.09	MW030261		Peru	South America	B.1.205	Older	202018		20A	Juscamayta et al H					cazzo
PER/covper048/2020	6/24/2020		2	Peru	Homo sapiens	0.09	MW030279		Peru	South America	B.1.205	Older	202026		20A	Juscamayta et al I					cazzo
TUN/TUN-20211890/2021	1/7/2021		2	Tunisia	Homo sapiens	0.09	MW463889		Tunisia	Africa	B.1.177	Older	202101		20E (EU1)	Boutiba-Ben Boubaker et al A					cazzo
TUN/TUN-202063686/2020	12/1/2020		2	Tunisia	Homo sapiens	0.04	MW404672		Tunisia	Africa	B.1.177	Older	202049		20E (EU1)	Boutiba-Ben Boubaker et al B					cazzo
TUN/TUN-202019695/2020	7/12/2020		2	Tunisia	Homo sapiens	0.04	MW404673		Tunisia	Africa	B.1.177	Older	202029		20E (EU1)	Boutiba-Ben Boubaker et al C					cazzo
TUN/TUN-202055262/2020	11/2/2020		2	Tunisia	Homo sapiens	0.03	MW295640		Tunisia	Africa	B.1.177	Older	202045		20E (EU1)	Boutiba-Ben Boubaker et al D					cazzo
TWN/CGMH-CGU-32/2020	9/6/2020		4	Taiwan	Homo sapiens	0.03	MW356785		Taiwan	Asia	B.1.177	Older	202037		20E (EU1)	Tsao et al D					cazzo
OU471396	11/27/2020		3	Italy	Homo sapiens	0.02	OU471396		Friuli Venezia Giulia	Europe	B.1.177	Older	202048		20E (EU1)	Bazzocchi et al		ARGO Laboratorio Genomica ed Epigenomica	federica bazzocchi		cazzo
OU471024	3/6/2021		5	Italy	Homo sapiens	0.03	OU471024		Friuli Venezia Giulia	Europe	B.1.177	Older	202109		20E (EU1)	Bazzocchi et al		Istituto di Genomica Applicata	federica bazzocchi		cazzo
NZL/20CV0640/2020	12/6/2020		2	New Zealand	Homo sapiens	0.03	OK426608		Auckland	Oceania	B.1.177	Older	202050		20E (EU1)	Ren et al H		LabPLUS	Institute of Environmental Science and Research		cazzo
Switzerland/SH-ETHZ-380219/2020	11/23/2020		2	Switzerland	Homo sapiens	0.03	OE998592		Schaffhausen	Europe	B.1.177.44	Older	202048		20E (EU1)	? C		"Computational evolution group,Mattenstrasse 26, Basel"	ETH ZURICH D-BSSE		cazzo
OU365408	12/29/2020		2	Germany	Homo sapiens	0.01	OU365408		Baden-Wuerttemberg	Europe	B.1.177.43	Older	202053		20E (EU1)	? A		"Institut für Virologie des Universitätsklinikums Tübingen, Hoppe-Seyler-Str. 9; 72076 Tübingen"	Robert Koch Institute		cazzo
Switzerland/AG-ETHZ-560611/2020	12/17/2020		2	Switzerland	Homo sapiens	0.03	OU174139		Aargau	Europe	B.1.177	Older	202051		20E (EU1)	? D		"Department of Biosystems Science and Engineering, ETH Zürich,Mattenstrasse 26, 4058 Basel, Switzerland"	ETH ZURICH D-BSSE		cazzo
Iceland/4318/2020	9/23/2020		2	Iceland	Homo sapiens	0.04	OU165534		Iceland	Europe	B.1.177.45	Older	202039		20E (EU1)	Jonsson et al B		The National University Hospital of Iceland	DECODE GENETICS		cazzo
Iceland/3045/2020	12/4/2020		2	Iceland	Homo sapiens	0.03	OU163315		Iceland	Europe	B.1.177.45	Older	202049		20E (EU1)	Jonsson et al C		deCODE genetics	DECODE GENETICS		cazzo
Iceland/4832/2020	1/3/2021		2	Iceland	Homo sapiens	0.03	OU166328		Iceland	Europe	B.1.177.45	Older	202101		20E (EU1)	Jonsson et al D		deCODE genetics	DECODE GENETICS		cazzo
ESP/HUD-79063144/2020	8/8/2020		2	Spain	Homo sapiens	0.04	MT953879		Spain	Europe	B.1.177	Older	202032		20E (EU1)	Cilla et al A					cazzo
KOR/KCDC03-NCCP43346/2021	2/24/2021		2	South Korea	Homo sapiens	0.08	OM677989		South Korea	Asia	B.1.177	Older	202108		20E (EU1)	Kim et al D					cazzo
Denmark/DCGC-116567/2020	12/7/2020		2	Denmark	Homo sapiens	0.03	OV904698		Sjaelland	Europe	B.1.177.21	Older	202050		20E (EU1)	Danish Covid-19 Genome et al		"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark"	statens serum institut and the danish covid19 genome consortium (dcgc)		cazzo
TUN/TUN-202069681/2020	12/24/2020		4	Tunisia	Homo sapiens	0.08	MW456917		Tunisia	Africa	B.1.177.6	Older	202052		20E (EU1)	Boutiba-Ben Boubaker et al E					cazzo
MZ330784	12/14/2020		3	Iraq	Homo sapiens	0.06	MZ330784		Iraq	Asia	B.1.177	Older	202051		20E (EU1)	Thaer et al					cazzo
OU076565	1/18/2021		3	Germany	Homo sapiens	0.1	OU076565		Niedersachsen	Europe	B.1.177.86	Older	202103		20E (EU1)	? A		"amedes Göttingen, 37073 Göttingen"	Robert Koch Institute		cazzo
England/ALDP-BC7C24/2020	11/23/2020		3	United Kingdom	Homo sapiens	0.06	OD908975		England	Europe	B.1.177	Older	202048		20E (EU1)	Wynn et al A		Lighthouse Lab in Alderley Park	Wellcome Sanger Institute		cazzo
ESP/HUD-61636436/2021	2/7/2021		3	Spain	Homo sapiens	0.07	MW715075		Spain	Europe	B.1.177	Older	202106		20E (EU1)	Cilla et al B					cazzo
LBY/BTRCLibyaSARS-CoV-2WGS-15/2021	2/25/2021		6	Libya	Homo sapiens	0.37	MZ054871		Libya	Africa	B.1.525	Older	202108		21D (Eta)	Alhudiri et al A					cazzo
LBY/BTRCLibyaSARS-CoV-2WGS-32/2021	2/25/2021		6	Libya	Homo sapiens	0.36	MZ054888		Libya	Africa	B.1.525	Older	202108		21D (Eta)	Alhudiri et al B					cazzo
NGA/BCVL-22371/2021	2/2/2021		8	Nigeria	Homo sapiens	0.42	OL601722		Oyo State	Africa	B.1.525	Older	202105		21D (Eta)	Lorenzo-Redondo et al A					cazzo
NGA/BCVL-23448/2021	2/9/2021		7	Nigeria	Homo sapiens	0.37	OL601795		Oyo State	Africa	B.1.525	Older	202106		21D (Eta)	Lorenzo-Redondo et al B					cazzo
NGA/BCVL-21956/2021	1/26/2021		7	Nigeria	Homo sapiens	0.4	OL601680		Oyo State	Africa	B.1.525	Older	202104		21D (Eta)	Lorenzo-Redondo et al C					cazzo
NGA/BCVL-22042/2021	1/28/2021		7	Nigeria	Homo sapiens	0.4	OL601690		Oyo State	Africa	B.1.525	Older	202104		21D (Eta)	Lorenzo-Redondo et al D					cazzo
LBY/BTRCLibyaSARS-CoV-2WGS-7/2021	2/25/2021		7	Libya	Homo sapiens	0.42	MZ054863		Libya	Africa	B.1.525	Older	202108		21D (Eta)	Alhudiri et al C					cazzo
TGO/nmimr-TG-SARS-CoV-2-TGS-057-21/2021	2/20/2021		8	Togo	Homo sapiens	0.38	MZ215672		Togo	Africa	B.1.525	Older	202107		21D (Eta)	Halatoko et al A					cazzo
MLI/MAL0149/2021	8/1/2021		8	Mali	Homo sapiens	0.38	OL601964		Bamako	Africa	B.1.525	Older	202131		21D (Eta)	Lorenzo-Redondo et al E					cazzo
NGA/BCVL-24900/2021	3/8/2021		7	Nigeria	Homo sapiens	0.28	OL601850		Oyo State	Africa	B.1.525	Older	202110		21D (Eta)	Lorenzo-Redondo et al F					cazzo
NGA/BCVL-24153/2021	2/18/2021		7	Nigeria	Homo sapiens	0.38	OL601822		Oyo State	Africa	B.1.525	Older	202107		21D (Eta)	Lorenzo-Redondo et al G					cazzo
GHA/nmimr-SARS-CoV-2-TRA-21-13462/2021	3/13/2021		7	Ghana	Homo sapiens	0.38	MZ350110		Ghana	Africa	B.1.525	Older	202110		21D (Eta)	Adu et al B					cazzo
TGO/nmimr-TG-SARS-CoV-2-TGS-047-21/2021	2/6/2021		8	Togo	Homo sapiens	0.43	MZ215669		Togo	Africa	B.1.525	Older	202105		21D (Eta)	Halatoko et al B					cazzo
MLI/MAL0145/2021	8/2/2021		7	Mali	Homo sapiens	0.39	OL601962		Sikasso Region	Africa	B.1.525	Older	202131		21D (Eta)	Lorenzo-Redondo et al H					cazzo
MLI/MAL0139/2021	7/31/2021		7	Mali	Homo sapiens	0.38	OL601957		Bamako	Africa	B.1.525	Older	202130		21D (Eta)	Lorenzo-Redondo et al I					cazzo
DJI/NAMRU3_A844/2021	5/20/2021		7	Djibouti	Homo sapiens	0.41	MZ970734		Djibouti	Africa	B.1.525	Older	202120		21D (Eta)	Arnold et al A					cazzo
GHA/nmimr-SARS-CoV-2-TRA-21-13568/2021	3/15/2021		7	Ghana	Homo sapiens	0.38	MZ150533		Ghana	Africa	B.1.525	Older	202111		21D (Eta)	Adu et al C					cazzo
GHA/nmimr-SARS-CoV-2-TRA-21-6410/2021	3/15/2021		7	Ghana	Homo sapiens	0.38	MZ150534		Ghana	Africa	B.1.525	Older	202111		21D (Eta)	Adu et al D					cazzo
MLI/MAL0114/2021	3/31/2021		8	Mali	Homo sapiens	0.37	OL601935		Koulikoro Region	Africa	B.1.525	Older	202113		21D (Eta)	Lorenzo-Redondo et al J					cazzo
MLI/MAL0115/2021	3/31/2021		8	Mali	Homo sapiens	0.38	OL601936		Bamako	Africa	B.1.525	Older	202113		21D (Eta)	Lorenzo-Redondo et al K					cazzo
MLI/MAL0140/2021	3/20/2021		8	Mali	Homo sapiens	0.37	OL601958		Mopti Region	Africa	B.1.525	Older	202111		21D (Eta)	Lorenzo-Redondo et al L					cazzo
FRA/IHUCOVID-012010_Nova1/2021	6/8/2021		9	France	Homo sapiens	0.36	ON298115		France	Europe	B.1.525	Older	202123		21D (Eta)	Levasseur et al A					cazzo
MLI/MAL0123/2021	4/4/2021		8	Mali	Homo sapiens	0.37	OL601944		Bamako	Africa	B.1.525	Older	202114		21D (Eta)	Lorenzo-Redondo et al M					cazzo
MLI/MAL0136/2021	4/4/2021		9	Mali	Homo sapiens	0.37	OL601954		Bamako	Africa	B.1.525	Older	202114		21D (Eta)	Lorenzo-Redondo et al N					cazzo
MLI/MAL0121/2021	4/4/2021		8	Mali	Homo sapiens	0.37	OL601942		Bamako	Africa	B.1.525	Older	202114		21D (Eta)	Lorenzo-Redondo et al O					cazzo
MLI/MAL0143/2021	7/30/2021		8	Mali	Homo sapiens	0.37	OL601961		Bamako	Africa	B.1.525	Older	202130		21D (Eta)	Lorenzo-Redondo et al P					cazzo
MLI/MAL0138/2021	5/5/2021		8	Mali	Homo sapiens	0.37	OL601956		Bamako	Africa	B.1.525	Older	202118		21D (Eta)	Lorenzo-Redondo et al Q					cazzo
VEN/17M/2020	3/15/2020		1	Venezuela	Homo sapiens	-0.02	MT907519		Venezuela	South America	B.1	Older	202012		20A	Loureiro et al B					cazzo
EGY/CPHL-NRC-17/2020	3/25/2020		1	Egypt	Homo sapiens	-0.01	MW451241		Egypt	Africa	B.1.535	Older	202013		20A	Roshdy et al A					cazzo
PRY/WOR12903A653_202103301_2-4710614/2020	8/19/2020		2	Paraguay	Homo sapiens	-0.01	ON017191		Paraguay	South America	B.1.600	Older	202034		20A	Vazquez et al C					cazzo
CHL/Santiago-PUC_MVL_0218/2020	4/26/2020		1	Chile	Homo sapiens	-0.02	MW365107		Chile	South America	B.1	Older	202018		20A	Direct Submission et al A					cazzo
Iceland/1360/2020	4/2/2020		1	Iceland	Homo sapiens	-0.01	OU181743		Iceland	Europe	B.1.190	Older	202014		20A	Jonsson et al E		The National University Hospital of Iceland	DECODE GENETICS		cazzo
LR884043	4/15/2020		1	Spain	Homo sapiens	-0.01	LR884043		Spain	Europe	B.1	Older	202016		20A	Viedma et al B		Hospital Universitario12 de Octubre	HOSPITAL UNIVERSITARY 12 DE OCTUBRE		cazzo
Netherlands/NA_614/2020	4/23/2020		1	Netherlands	Homo sapiens	-0.03	LR883194		Netherlands	Europe	B.1.223	Older	202017		20A	Oude Munnink et al A			"ERASMUS MC, UNIVERISTY MEDICAL CENTER"		cazzo
Switzerland/GE-SNRCI-29945373/2020	2/27/2020		1	Switzerland	Homo sapiens	-0.01	FR993365		Geneva	Europe	B.1	Older	202009		20A	? E		"Laboratoire de virologie,Rue Gabrielle Perret-Gentil 4, Geneva"	HUG		cazzo
VEN/LaG1414/2021	2/28/2021		3	Venezuela	Homo sapiens	0.19	MZ611973		Venezuela	South America	B.1	Older	202109		20A	Pujol et al A					cazzo
CHL/Santiago-PUC_MVL_0162/2020	4/6/2020		1	Chile	Homo sapiens	-0.01	MW365001		Chile	South America	B.1	Older	202015		20A	Direct Submission et al B					cazzo
AUS/QLD935/2020	3/25/2020		1	Australia	Homo sapiens	-0.02	MZ410587		Australia	Oceania	B.1	Older	202013		20A	Parry et al B					cazzo
PER/covper003/2020	7/1/2020		1	Peru	Homo sapiens	-0.02	MW030234		Peru	South America	B.1	Older	202027		20A	Juscamayta et al J					cazzo
CHL/Santiago-PUC_MVL_0068/2020	3/25/2020		1	Chile	Homo sapiens	-0.02	MW365150		Chile	South America	B.1	Older	202013		20A	Direct Submission et al C					cazzo
CHL/Santiago-PUC_MVL_0115/2020	4/2/2020		1	Chile	Homo sapiens	-0.01	MW365004		Chile	South America	B.1.415	Older	202014		20A	Direct Submission et al D					cazzo
CHL/Santiago-PUC_MVL_0373/2020	5/12/2020		1	Chile	Homo sapiens	-0.02	MW365039		Chile	South America	B.1.199	Older	202020		20A	Direct Submission et al E					cazzo
FRA/IHUCOVID-000944/2020	7/8/2020		1	France	Homo sapiens	0.01	ON302820		France	Europe	B.1.416	Older	202028		20A	Levasseur et al B					cazzo
RUS/5473/2020	8/11/2020		7	Russia	Homo sapiens	0.24	MW332241		Saratov	Europe	B.1	Older	202033		20A	Krasnov et al A					cazzo
USA/NV-QDX-217/2020	4/9/2020		1	USA	Homo sapiens	-0.02	MT806797		Nevada	North America	B.1	Older	202015		20A	Rosenthal et al E					cazzo
CHL/Santiago-PRL8177/2020	4/25/2020		2	Chile	Homo sapiens	0.01	MW365224		Chile	South America	B.1	Older	202017		20A	Direct Submission et al F					cazzo
CHL/Santiago-5092657/2020	6/8/2020		1	Chile	Homo sapiens	0.01	MW672159		Chile	South America	B.1	Older	202024		20A	Barriga et al A					cazzo
MAR/Morocco_HMIMV_279CC/2020	7/1/2020		2	Morocco	Homo sapiens	-0.03	MW582699		Morocco	Africa	B.1	Older	202027		20A	Touil et al					cazzo
OU471410	12/18/2020		4	Italy	Homo sapiens	0.1	OU471410		Friuli Venezia Giulia	Europe	B.1.258	Older	202051		20A	Bazzocchi et al		ARGO Laboratorio Genomica ed Epigenomica	federica bazzocchi		cazzo
CZE/JCUCB118-181/2020	11/23/2020		4	Czech Republic	Homo sapiens	0.06	OK180974		Czech Republic	Europe	B.1.258	Older	202048		20A	Maskova et al					cazzo
Liechtenstein/UHB-4168696501/2020	11/16/2020		4	Liechtenstein	Homo sapiens	0.11	OU282399		Mauren	Europe	B.1.258.17	Older	202047		20A	? F		"Labormedizinisches Zentrum Dr Risch, Liebefeld, Switzerland"	University Hospital Basel		cazzo
Liechtenstein/UHB-4172303101/2020	12/6/2020		3	Liechtenstein	Homo sapiens	0.1	OU282001		Vaduz	Europe	B.1.258	Older	202050		20A	? G		"Labormedizinisches Zentrum Dr Risch, Liebefeld, Switzerland"	University Hospital Basel		cazzo
Liechtenstein/UHB-0697576100/2020	10/25/2020		3	Liechtenstein	Homo sapiens	0.06	OU281961		Triesen	Europe	B.1.258	Older	202044		20A	? H		"Labormedizinisches Zentrum Dr Risch, Liebefeld, Switzerland"	University Hospital Basel		cazzo
Denmark/DCGC-268925/2021	1/15/2021		4	Denmark	Homo sapiens	0.07	OW649526		Hovedstaden	Europe	B.1.258.11	Older	202102		20A	Danish Covid-19 Genome et al		"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark"	statens serum institut and the danish covid19 genome consortium (dcgc)		cazzo
FIN/FIN22-H10-THL-202039825/2020	11/30/2020		3	Finland	Homo sapiens	0.06	ON532015		Finland	Europe	B.1.258	Older	202049		20A	Laine et al A					cazzo
Estonia/Cov7267/2021	1/1/2021		3	Estonia	Homo sapiens	0.06	OU278705		Estonia	Europe	B.1.258	Older	202053		20A	Avi et al B			"Institute of Biomedicine and Translational Medicine, University of Tartu"		cazzo
KEN/SS2792/2020	9/6/2020		1	Kenya	Homo sapiens	-0.02	OK510455		Kenya	Africa	B.1	Older	202037		20A	Githinji et al D					cazzo
KEN/SS2801/2020	9/17/2020		1	Kenya	Homo sapiens	-0.02	OK510456		Kenya	Africa	B.1	Older	202038		20A	Githinji et al E					cazzo
ARG/Cordoba-441-200/2020	6/4/2020		1	Argentina	Homo sapiens	0.01	MW553309		Argentina	South America	B.1	Older	202023		20A	Direct Submission et al G					cazzo
ARG/Cordoba-12873-61/2020	6/4/2020		1	Argentina	Homo sapiens	0.05	MW553305		Argentina	South America	B.1	Older	202023		20A	Direct Submission et al H					cazzo
ARG/Cordoba-189-251/2020	5/16/2020		1	Argentina	Homo sapiens	0	MW553299		Argentina	South America	B.1	Older	202020		20A	Direct Submission et al I					cazzo
ARG/Cordoba-12712-61/2020	6/4/2020		1	Argentina	Homo sapiens	0	MW553313		Argentina	South America	B.1	Older	202023		20A	Direct Submission et al J					cazzo
ARG/Cordoba-586-147/2020	6/4/2020		1	Argentina	Homo sapiens	0.01	MW553315		Argentina	South America	B.1	Older	202023		20A	Direct Submission et al K					cazzo
ARG/Cordoba-11499-61/2020	6/4/2020		1	Argentina	Homo sapiens	0	MW553316		Argentina	South America	B.1	Older	202023		20A	Direct Submission et al L					cazzo
ARG/Cordoba-11300-61/2020	6/4/2020		1	Argentina	Homo sapiens	0.01	MW553301		Argentina	South America	B.1	Older	202023		20A	Direct Submission et al M					cazzo
ARG/Cordoba-16232-61/2020	6/4/2020		1	Argentina	Homo sapiens	0.01	MW553300		Argentina	South America	B.1	Older	202023		20A	Direct Submission et al N					cazzo
ARG/Cordoba-969-155/2020	6/4/2020		1	Argentina	Homo sapiens	0.01	MW553319		Argentina	South America	B.1	Older	202023		20A	Direct Submission et al O					cazzo
ARG/Cordoba-11860-61/2020	6/4/2020		1	Argentina	Homo sapiens	0.01	MW553304		Argentina	South America	B.1	Older	202023		20A	Direct Submission et al P					cazzo
ARG/Cordoba-11419-61/2020	6/4/2020		1	Argentina	Homo sapiens	0.01	MW553297		Argentina	South America	B.1	Older	202023		20A	Direct Submission et al Q					cazzo
FRA/IHUCOVID-000006/2020	2/29/2020		1	France	Homo sapiens	-0.01	ON302281		France	Europe	B.1	Older	202009		20A	Levasseur et al C					cazzo
ITA/INMI5-N/2020	3/4/2020		1	Italy	Homo sapiens	-0.01	MT509654		Lazio	Europe	B.1	Older	202010		20A	Rueca et al					cazzo
LR884106	5/22/2020		1	Spain	Homo sapiens	0.02	LR884106		Spain	Europe	B.1	Older	202021		20A	Viedma et al C		Hospital Universitario La Paz	HOSPITAL UNIVERSITARY 12 DE OCTUBRE		cazzo
CHL/Santiago-HMP7679/2020	4/22/2020		1	Chile	Homo sapiens	-0.02	MW365247		Chile	South America	B.1	Older	202017		20A	Direct Submission et al R					cazzo
CHL/Santiago-PUC_MVL_0013/2020	3/19/2020		1	Chile	Homo sapiens	-0.01	MW365227		Chile	South America	B.1	Older	202012		20A	Direct Submission et al S					cazzo
NZL/20CV0269/2020	3/21/2020		1	New Zealand	Homo sapiens	-0.01	OK426552		Hawkes Bay	Oceania	B.1	Older	202012		20A	Ren et al I		Canterbury Health Laboratories	Institute of Environmental Science and Research		cazzo
CHL/Santiago-PUC_MVL_0091/2020	3/29/2020		1	Chile	Homo sapiens	-0.01	MW365119		Chile	South America	B.1	Older	202014		20A	Direct Submission et al T					cazzo
CHL/Santiago-PUC_MVL_0077/2020	3/29/2020		1	Chile	Homo sapiens	-0.01	MW365143		Chile	South America	B.1	Older	202014		20A	Direct Submission et al U					cazzo
CHL/Santiago-5132613/2020	6/8/2020		1	Chile	Homo sapiens	-0.01	MW672617		Chile	South America	B.1	Older	202024		20A	Barriga et al B					cazzo
Dog/ESP/EPI/2020	9/26/2020		4	Spain	Canis lupus familiaris	0.02	MZ902042		Spain	Europe	B.1	Older	202039		20A	Barroso-Arevalo et al A					cazzo
CHL/Santiago-ACC2998/2020	4/28/2020		1	Chile	Homo sapiens	-0.01	MW365231		Chile	South America	B.1	Older	202018		20A	Direct Submission et al V					cazzo
CHL/Santiago-PUC_MVL_0247/2020	4/30/2020		1	Chile	Homo sapiens	-0.01	MW365076		Chile	South America	B.1	Older	202018		20A	Direct Submission et al W					cazzo
PER/covper025/2020	5/4/2020		1	Peru	Homo sapiens	-0.01	MW030256		Peru	South America	B.1	Older	202019		20A	Juscamayta et al K					cazzo
USA/NC-QDX-3442/2020	8/6/2020		1	USA	Homo sapiens	0.01	MW521733		North Carolina	North America	B.1	Older	202032		20A	Rosenthal et al F					cazzo
NZL/20VR3759/2020	6/28/2020		1	New Zealand	Homo sapiens	0	OK427066		Auckland	Oceania	B.1.239	Older	202027		20A	Ren et al J		Middlemore Hospital	Institute of Environmental Science and Research		cazzo
SouthAfrica/NHLS-UCT-GS-1576/2020	8/13/2020		1	South Africa	Homo sapiens	0	OM725624		South Africa	Africa	B.1.381	Older	202033		20A	Tegally et al B					cazzo
SouthAfrica/NHLS-UCT-GP-5157/2020	4/21/2020		1	South Africa	Homo sapiens	0.01	OM720807		South Africa	Africa	B.1.381	Older	202017		20A	Tegally et al C					cazzo
SouthAfrica/NHLS-UCT-GP-6111/2020	6/24/2020		1	South Africa	Homo sapiens	0	OM720862		South Africa	Africa	B.1.381	Older	202026		20A	Tegally et al D					cazzo
Mexico/BCN-SEARCH-102971/2020	5/20/2020		2	Mexico	Homo sapiens	0.02	OK549311		Baja California	North America	B.1.243	Older	202021		20A	Andersen et al A		"SEARCH Alliance San Diego with Gisela Barrera Badillo, Jose Ernesto Ramirez Gonzalez, Maria Natividad Cruz Ortiz, Nervain Benjamin Contreras Gonzalez, Tatiana Ernestina Nunez Garcia, Dayanira Sarith Arellano Suarez, Irma Lopez Martinez, Rita Flores Leon, Beatriz Olivares Flores with the help of Instituto de Diagnostico y Referencia Epidemiologicos (InDRE)"	SEARCH Alliance San Diego		cazzo
Mexico/BCN-SEARCH-103029/2020	7/17/2020		1	Mexico	Homo sapiens	-0.02	OK549353		Baja California	North America	B.1.243	Older	202029		20A	Andersen et al B		"SEARCH Alliance San Diego with Gisela Barrera Badillo, Jose Ernesto Ramirez Gonzalez, Maria Natividad Cruz Ortiz, Nervain Benjamin Contreras Gonzalez, Tatiana Ernestina Nunez Garcia, Dayanira Sarith Arellano Suarez, Irma Lopez Martinez, Rita Flores Leon, Beatriz Olivares Flores with the help of Instituto de Diagnostico y Referencia Epidemiologicos (InDRE)"	SEARCH Alliance San Diego		cazzo
USA/GU-CDC-2-3847017/2020	11/27/2020		2	USA	Homo sapiens	0.04	MW766892		Guam	North America	B.1.243	Older	202048		20A	Queen et al A					cazzo
USA/GU-CDC-2-3906185/2020	12/2/2020		3	USA	Homo sapiens	0.04	MW766884		Guam	North America	B.1.243	Older	202049		20A	Queen et al B					cazzo
USA/SD-SDAIHG-1048/2021	3/14/2021		2	USA	Homo sapiens	0.04	ON652489		South Dakota	North America	B.1.243	Older	202111		20A	Johnson et al A					cazzo
USA/MD-MDH-2797/2020	12/2/2020		2	USA	Homo sapiens	0.04	MZ465647		Maryland	North America	B.1.243	Older	202049		20A	Keller et al A					cazzo
USA/PA-CDC-STM-000003075/2021	1/16/2021		2	USA	Homo sapiens	0.04	MW583191		Pennsylvania	North America	B.1.243	Older	202102		20A	Cook et al A					cazzo
SouthAfrica/NHLS-UCT-GS-2203/2020	8/3/2020		1	South Africa	Homo sapiens	0	OM739076		South Africa	Africa	B.1	Older	202032		20A	Viana et al B					cazzo
USA/CA-CHLA-PLM92423717/2020	12/28/2020		2	USA	Homo sapiens	0.07	MZ722909		California	North America	B.1.561	Older	202053		20A	Pandey et al B					cazzo
